a	(-AH_)
kakumaru	(K-AA_)(K-UW_)(M-AA_)(R-UW_)
kal	(K-AE_L)
kalafut	(K-AE_)(L-AH_)(F-AH_T)
kalal	(K-EY_)(L-AH_L)
kalamazoo	(K-AE_)(L-AH_)(M-AH_)(Z-UW_)
kalan	(K-EY_)(L-AH_N)
kalas	(K-AA_)(L-AH_Z)
kalashnikov	(K-AH_)(L-AE_SH)(N-IH_)(K-AA_V)
kalata	(K-AH_)(L-AA_)(T-AH_)
kalb	(K-AE_LB)
kalbach	(K-AE_L)(B-AA_K)
kalberer	(K-AE_L)(B-ER_)(-ER_)
kalbfleisch	(K-AE_LB)(FL-AY_SH)
kale	(K-EY_L)
kaleel	(K-AE_)(L-IY_L)
kaleida	(K-AH_)(L-AY_)(D-AH_)
kaleidoscope	(K-AH_)(L-AY_)(D-AH_)(SK-OW_P)
kalen	(K-EY_)(L-AH_N)
kaler	(K-EY_)(L-ER_)
kaleta	(K-AE_)(L-IH_)(T-AH_)
kaley	(K-EY_)(L-IY_)
kalgoorlie	(K-AE_L)(G-UW_R)(L-IY_)
kalikow	(K-AE_)(L-IH_)(K-OW_)
kalil	(K-AE_)(L-AH_L)
kalin	(K-AE_)(L-IH_N)
kalina	(K-AH_)(L-AY_)(N-AH_)
kaliningrad	(K-AH_)(L-IH_)(N-IH_NG)(GR-AE_D)
kalinoski	(K-AH_)(L-IH_)(N-AW_)(SK-IY_)
kalinowski	(K-AH_)(L-IH_)(N-AO_F)(SK-IY_)
kalinske	(K-AH_)(L-IH_N)(SK-IY_)
kalinski	(K-AH_)(L-IH_N)(SK-IY_)
kalis	(K-AE_)(L-IH_S)
kalish	(K-AE_)(L-IH_SH)
kalisz	(K-AA_)(L-IH_SH)
kaliszewski	(K-AH_)(L-IH_)(SH-EH_F)(SK-IY_)
kalivoda	(K-AH_)(L-IH_)(V-OW_)(D-AH_)
kalk	(K-AO_K)
kalka	(K-AE_L)(K-AH_)
kalkaska	(K-AE_L)(K-AA_)(SK-AH_)
kalkbrenner	(K-AE_LK)(BR-IH_)(N-ER_)
kall	(K-AO_L)
kalla	(K-AE_)(L-AH_)
kallal	(K-AE_)(L-AH_L)
kallam	(K-AE_)(L-AH_M)
kallas	(K-AE_)(L-AH_Z)
kallay	(K-AE_)(L-EY_)
kallen	(K-AO_)(L-AH_N)
kallenbach	(K-AE_)(L-IH_N)(B-AA_K)
kallenberger	(K-AO_)(L-AH_N)(B-ER_)(G-ER_)
kallhoff	(K-AE_L)(HH-AO_F)
kalliel	(K-AE_)(L-IY_)(-AH_L)
kallins	(K-AE_)(L-IH_NZ)
kallio	(K-AE_)(L-IY_)(-OW_)
kallis	(K-AE_)(L-IH_S)
kallman	(K-AO_L)(M-AH_N)
kallmeyer	(K-AE_L)(M-AY_)(-ER_)
kallstrom	(K-AE_L)(STR-AH_M)
kallus	(K-AE_)(L-AH_S)
kalman	(K-AE_L)(M-AH_N)
kalmanovitz	(K-AE_L)(M-AE_)(N-AH_)(V-IH_TS)
kalmar	(K-AE_L)(M-ER_)
kalmbach	(K-AE_LM)(B-AA_K)
kalmus	(K-AE_L)(M-IH_S)
kalnins	(K-AE_L)(N-IH_NZ)
kalo	(K-EY_)(L-OW_)
kalok	(K-AE_)(L-AA_K)
kalous	(K-AE_)(L-AH_S)
kalp	(K-AE_LP)
kalt	(K-AO_LT)
kaltenbach	(K-AE_L)(T-IH_N)(B-AA_K)
kaltenbacher	(K-AA_L)(T-AH_N)(B-AA_)(K-ER_)
kalter	(K-AO_L)(T-ER_)
kalthoff	(K-AE_LTH)
kalugin	(K-AH_)(L-UW_)(G-AH_N)
kaluza	(K-AH_)(L-UW_)(Z-AH_)
kaluzny	(K-AH_)(L-AH_Z)(N-IY_)
kalvar	(K-AE_L)(V-AA_R)
kam	(K-AE_M)
kama	(K-AA_)(M-AH_)
kamakau	(K-AA_)(M-AH_)(K-AA_)(-UW_)
kamal	(K-EY_)(M-AH_L)
kamali	(K-AH_)(M-AA_)(L-IY_)
kaman	(K-EY_)(M-AH_N)
kamber	(K-AE_M)(B-ER_)
kamchatka	(K-AE_M)(CH-AE_T)(K-AH_)
kamehameha	(K-AH_)(M-EY_)(-AH_)(M-EY_)(-AH_)
kamei	(K-AE_)(M-IY_)
kamel	(K-AA_)(M-AH_L)
kamen	(K-AA_)(M-EH_N)
kamenar	(K-AE_)(M-AH_)(N-ER_)
kamens	(K-AA_)(M-EH_NZ)
kamentsev	(K-AH_)(M-EH_NT)(S-AA_V)
kamer	(K-EY_)(M-ER_)
kamerer	(K-AE_)(M-ER_)(-ER_)
kamikaze	(K-AA_)(M-AH_)(K-AA_)(Z-IY_)
kamin	(K-AA_)(M-IY_N)
kaminer	(K-AE_)(M-IH_)(N-ER_)
kamins	(K-AE_)(M-IH_NZ)
kaminski	(K-AH_)(M-IH_N)(SK-IY_)
kaminsky	(K-AH_)(M-IH_N)(SK-IY_)
kamir	(K-AH_)(M-IH_R)
kamke	(K-AE_M)(K-IY_)
kamler	(K-AE_)(M-AH_)(L-ER_)
kamm	(K-AE_M)
kamman	(K-AE_)(M-AH_N)
kammer	(K-AE_)(M-ER_)
kammerer	(K-AE_)(M-ER_)(-ER_)
kammerzell	(K-AE_)(M-ER_)(Z-AH_L)
kammeyer	(K-AE_)(M-AY_)(-ER_)
kamneva	(K-AE_M)(N-EY_)(V-AH_)
kamp	(K-AE_MP)
kampa	(K-AE_M)(P-AH_)
kampala	(K-AH_M)(P-AA_)(L-AH_)
kampe	(K-AE_MP)
kampelman	(K-AE_M)(P-AH_L)(M-AH_N)
kampen	(K-AE_M)(P-AH_N)
kamper	(K-AE_M)(P-ER_)
kampf	(K-AE_MPF)
kampfer	(K-AE_MP)(F-ER_)
kamphaus	(K-AE_MP)(HH-AW_S)
kampman	(K-AE_MP)(M-AH_N)
kampmann	(K-AE_MP)(M-AH_N)
kamps	(K-AE_MPS)
kampschulte	(K-AE_MP)(SH-UH_L)(T-IY_)
kamra	(K-AE_M)(R-AH_)
kamradt	(K-AE_M)(R-AH_T)
kamran	(K-AE_M)(R-AH_N)
kamrath	(K-AE_M)(R-AH_TH)
kamstra	(K-AE_M)(STR-AH_)
kan	(K-AE_N)
kana	(K-AE_)(N-AH_)
kanade	(K-AH_)(N-AA_)(D-EY_)
kanady	(K-AE_)(N-AH_)(D-IY_)
kanagy	(K-AE_)(N-AH_)(JH-IY_)
kanai	(K-AH_)(N-AY_)
kanak	(K-AE_)(N-AH_K)
kanan	(K-EY_)(N-AH_N)
kanarek	(K-AE_)(N-ER_)(-IH_K)
kanawa	(K-AA_)(N-AA_)(W-AH_)
kanawha	(K-AH_)(N-AO_)(HH-AH_)
kanazawa	(K-AA_)(N-AA_)(Z-AA_)(W-AH_)
kanda	(K-AE_N)(D-AH_)
kandahar	(K-AE_N)(D-AH_)(HH-AA_R)
kandel	(K-AE_N)(D-AH_L)
kandler	(K-AE_ND)(L-ER_)
kandt	(K-AE_NT)
kane	(K-EY_N)
kaneb	(K-AE_)(N-AH_B)
kanegsberg	(K-AE_)(N-AH_GZ)(B-ER_G)
kaneko	(K-AA_)(N-EY_)(K-OW_)
kanemaru	(K-AE_)(N-EH_)(M-AA_)(R-UW_)
kaner	(K-EY_)(N-ER_)
kaneshiro	(K-AA_)(N-EY_)(SH-IH_)(R-OW_)
kaney	(K-EY_)(N-IY_)
kang	(K-AE_NG)
kangaroo	(K-AE_NG)(G-ER_)(-UW_)
kangaroos	(K-AE_NG)(G-ER_)(-UW_Z)
kangas	(K-AE_NG)(G-AH_Z)
kanghua	(K-AE_NG)(HHY-UW_)(-AH_)
kangyo	(K-AE_NJH)(Y-OW_)
kania	(K-AA_)(N-IY_)(-AH_)
kaniewski	(K-AA_)(N-IY_)(-EH_F)(SK-IY_)
kanipe	(K-AE_)(N-IH_P)
kanis	(K-AE_)(N-IH_S)
kanitz	(K-AE_)(N-IH_TS)
kanji	(K-AE_N)(JH-IY_)
kanjorski	(K-AH_N)(JH-AO_R)(SK-IY_)
kanka	(K-AE_N)(K-AH_)
kankakee	(K-AE_NG)(K-IH_)(K-IY_)
kankaku	(K-AA_N)(K-AA_)(K-UW_)
kann	(K-AE_N)
kannan	(K-AA_)(N-AH_N)
kanne	(K-AE_N)
kannenberg	(K-AE_)(N-AH_N)(B-ER_G)
kanner	(K-AE_)(N-ER_)
kanno	(K-AE_)(N-OW_)
kano	(K-AA_)(N-OW_)
kanode	(K-AH_)(N-OW_D)
kanon	(K-EY_)(N-AH_N)
kanouse	(K-AA_)(N-OW_)(-UW_)(S-EY_)
kansai	(K-AE_N)(S-AY_)
kansallis	(K-AE_N)(S-AE_)(L-IH_S)
kansan	(K-AE_N)(Z-AH_N)
kansans	(K-AE_N)(Z-AH_NZ)
kansas	(K-AE_N)(Z-AH_S)
kansian	(K-AE_N)(Z-IY_)(-AH_N)
kant	(K-AE_NT)
kanter	(K-AE_N)(T-ER_)
kantian	(K-AE_N)(T-IY_)(-AH_N)
kantner	(K-AE_NT)(N-ER_)
kantola	(K-AH_N)(T-OW_)(L-AH_)
kantor	(K-AE_N)(T-ER_)
kantrowitz	(K-AE_N)(TR-AH_)(W-IH_TS)
kantz	(K-AE_NTS)
kanz	(K-AE_NZ)
kanzi	(K-AA_N)(Z-IY_)
kanzler	(K-AE_NZ)(L-ER_)
kao	(K-AW_)
kaohsiung	(K-EY_)(-OW_)(S-IY_)(-AH_NG)
kaolin	(K-AW_)(L-IH_N)
kaori	(K-AO_)(R-IY_)
kapaun	(K-AE_)(P-AW_N)
kapfer	(K-AE_P)(F-ER_)
kapinos	(K-AE_)(P-IH_)(N-OW_Z)
kapitan	(K-AE_)(P-IH_)(T-AH_N)
kaplain	(K-AE_)(PL-AH_N)
kaplan	(K-AE_)(PL-AH_N)
kapler	(K-EY_)(P-AH_)(L-ER_)
kaplin	(K-AE_)(PL-IH_N)
kaplow	(K-AE_)(PL-OW_)
kaplowitz	(K-AA_)(PL-AH_)(W-IH_TS)
kapner	(K-AE_P)(N-ER_)
kapnick	(K-AE_P)(N-IH_K)
kapoor	(K-AH_)(P-UW_R)
kapor	(K-EY_)(P-ER_)
kaposi	(K-AH_)(P-OW_)(S-IY_)
kapp	(K-AE_P)
kappa	(K-AE_)(P-AH_)
kappel	(K-AE_)(P-AH_L)
kappeler	(K-AE_)(P-AH_)(L-ER_)
kappelman	(K-AE_)(P-AH_L)(M-AH_N)
kapper	(K-AE_)(P-ER_)
kappes	(K-AE_PS)
kappler	(K-AE_)(PL-ER_)
kappus	(K-AE_)(P-AH_S)
kapral	(K-AE_)(PR-AH_L)
kaprayoon	(K-AE_)(PR-AH_)(Y-UW_N)
kaps	(K-AE_PS)
kapton	(K-AE_P)(T-AH_N)
kaptur	(K-AE_P)(T-ER_)
kapur	(K-AE_)(P-ER_)
kapuscinski	(K-AH_)(P-AH_S)(CH-IH_N)(SK-IY_)
kapusta	(K-AH_)(P-AH_)(ST-AH_)
kara	(K-EH_)(R-AH_)
karabakh	(K-EH_)(R-AH_)(B-AE_K)
karabin	(K-AA_)(R-AA_)(B-IY_N)
karachi	(K-AA_)(R-AA_)(CH-IY_)
karadzic	(K-AA_)(R-AA_)(JH-IH_K)
karaffa	(K-AE_)(R-AH_)(F-AH_)
karajan	(K-EH_)(R-AH_)(JH-AH_N)
karam	(K-AE_)(R-AH_M)
karami	(K-ER_)(-AA_)(M-IY_)
karan	(K-EH_)(R-AH_N)
karanicki	(K-EH_)(R-AH_)(N-IH_)(K-IY_)
karanitski	(K-EH_)(R-AH_)(N-IH_T)(SK-IY_)
karaoke	(K-EH_)(R-IY_)(-OW_)(K-IY_)
karas	(K-AA_)(R-AH_Z)
karasawa	(K-AA_)(R-AH_)(S-AA_)(W-AH_)
karasek	(K-ER_)(-AA_)(S-EH_K)
karasik	(K-ER_)(-AA_)(S-IH_K)
karat	(K-EH_)(R-AH_T)
karate	(K-ER_)(-AA_)(T-IY_)
karatirm	(K-ER_)(-AH_)(T-ER_M)
karatsu	(K-ER_)(-AE_T)(S-UW_)
karatz	(K-EH_)(R-AH_TS)
karban	(K-AA_R)(B-AH_N)
karbassioun	(K-AA_R)(B-AE_)(S-IY_)(-UW_N)
karber	(K-AA_R)(B-ER_)
karbowski	(K-ER_)(B-AO_F)(SK-IY_)
karch	(K-AA_RK)
karcher	(K-AA_R)(CH-ER_)
karcz	(K-AA_RCH)
karczewski	(K-ER_)(CH-EH_F)(SK-IY_)
kardashian	(K-AA_)(D-AH_)(SH-EY_N)
kardell	(K-AA_R)(D-AH_L)
kardos	(K-AA_R)(D-OW_Z)
kareem	(K-ER_)(-IY_M)
karel	(K-EH_)(R-AH_L)
karelian	(K-ER_)(-IY_)(L-IY_)(-AH_N)
karels	(K-EH_)(R-AH_LZ)
karen	(K-EH_)(R-AH_N)
karenina	(K-EH_)(R-EH_)(N-IY_)(N-AH_)
karet	(K-EH_)(R-AH_T)
karg	(K-AA_RG)
karger	(K-AA_R)(G-ER_)
karges	(K-AA_R)(JH-IH_Z)
kargonaov	(K-AA_R)(G-AH_)(N-AO_V)
kari	(K-EH_)(R-IY_)
karibu	(K-EH_)(R-IY_)(B-UW_)
karim	(K-ER_)(-IY_M)
karimi	(K-AA_)(R-IY_)(M-IY_)
karin	(K-EH_)(R-IH_N)
karino	(K-EH_)(R-IY_)(N-OW_)
kariotis	(K-AA_)(R-IY_)(-OW_)(T-IH_S)
karis	(K-EH_)(R-IY_Z)
karl	(K-AA_RL)
karla	(K-AA_R)(L-AH_)
karle	(K-AA_)(R-AH_L)
karlen	(K-AA_R)(L-AH_N)
karlheinz	(K-AA_RL)(HH-AY_NZ)
karlik	(K-AA_R)(L-IH_K)
karlin	(K-AA_R)(L-IH_N)
karline	(K-AA_R)(L-AY_N)
karlow	(K-AA_R)(L-OW_)
karls	(K-AA_RLZ)
karlsen	(K-AA_RL)(S-AH_N)
karlson	(K-AA_RL)(S-AH_N)
karlsruhe	(K-AA_RLZ)(R-UW_)
karlsson	(K-AA_RL)(S-AH_N)
karma	(K-AA_R)(M-AH_)
karman	(K-AA_R)(M-AH_N)
karn	(K-AA_RN)
karnal	(K-AA_R)(N-AH_L)
karner	(K-AA_R)(N-ER_)
karnes	(K-AA_RNZ)
karney	(K-AA_R)(N-IY_)
karnicki	(K-AA_R)(N-IH_)(K-IY_)
karnow	(K-AA_R)(N-OW_)
karns	(K-AA_RNZ)
karnsund	(K-AA_RN)(S-AH_ND)
karol	(K-EH_)(R-AO_L)
karolina	(K-EH_)(R-AH_)(L-AY_)(N-AH_)
karoline	(K-EH_)(R-AH_)(L-AY_N)
karolinska	(K-EH_)(R-OW_)(L-IH_N)(SK-AH_)
karoly	(K-ER_)(-OW_)(L-IY_)
karolyi	(K-ER_)(-OW_L)(Y-IY_)
karolyn	(K-AE_)(R-AH_)(L-IH_N)
karon	(K-EH_)(R-AH_N)
karos	(K-AA_)(R-OW_S)
karoun	(K-ER_)(-UW_N)
karow	(K-AA_)(R-OW_)
karp	(K-AA_RP)
karpatkin	(K-AA_R)(P-AE_T)(K-IH_N)
karpel	(K-AA_R)(P-AH_L)
karpen	(K-AA_R)(P-AH_N)
karpf	(K-AA_RPF)
karpinski	(K-ER_)(P-IH_N)(SK-IY_)
karpov	(K-AA_R)(P-AA_V)
karpowicz	(K-AA_R)(P-AH_)(V-IH_CH)
karr	(K-AA_R)
karraker	(K-AA_)(R-AH_)(K-ER_)
karras	(K-AE_)(R-AH_Z)
karren	(K-AE_)(R-AH_N)
karrer	(K-AA_)(R-ER_)
karrick	(K-AE_)(R-IH_K)
karriker	(K-AE_)(R-IH_)(K-ER_)
karry	(K-EH_)(R-IY_)
karsh	(K-AA_RSH)
karshner	(K-AA_RSH)(N-ER_)
karson	(K-AA_R)(S-AH_N)
karst	(K-AA_RST)
karstadt	(K-AA_R)(ST-AE_T)
karsten	(K-AA_R)(ST-AH_N)
karstens	(K-AA_R)(ST-AH_NZ)
karstetter	(K-AA_R)(ST-IH_)(T-ER_)
kartasasmita	(K-AA_R)(T-AE_)(S-AH_)(SM-IY_)(T-AH_)
kartchner	(K-AA_RCH)(N-ER_)
karter	(K-AA_R)(T-ER_)
kartes	(K-AA_RTS)
karun	(K-ER_)(-UW_N)
karvonen	(K-AA_R)(V-AH_)(N-AH_N)
karwoski	(K-ER_)(V-AW_)(SK-IY_)
karwowski	(K-ER_)(V-AO_F)(SK-IY_)
kary	(K-EH_)(R-IY_)
karydakis	(K-EH_)(R-IY_)(D-AE_)(K-IH_S)
karyn	(K-AE_)(R-IH_N)
kasabian	(K-AH_)(S-EY_)(B-IY_)(-AH_N)
kasagic	(K-AH_)(S-AA_)(G-IH_K)
kasal	(K-EY_)(S-AH_L)
kasch	(K-AE_SH)
kaschak	(K-AE_)(SH-AH_K)
kasdorf	(K-AE_S)(D-AO_RF)
kase	(K-EY_Z)
kasel	(K-AE_)(S-AH_L)
kasell	(K-AE_)(S-AH_L)
kaseman	(K-EY_)(SM-AH_N)
kaser	(K-EY_)(Z-ER_)
kasese	(K-AH_)(S-IY_)(Z-IY_)
kasey	(K-AE_)(S-IY_)
kash	(K-AE_SH)
kashiwagi	(K-AE_)(SH-IH_)(W-AE_)(G-IY_)
kashiwahara	(K-AA_)(SH-IY_)(W-AH_)(HH-AA_)(R-AH_)
kashiyama	(K-AA_)(SH-IY_)(Y-AA_)(M-AH_)
kashmir	(K-AE_SH)(M-IH_R)
kashmiri	(K-AE_SH)(M-IY_)(R-IY_)
kashner	(K-AE_SH)(N-ER_)
kashoggi	(K-AH_)(SH-AA_)(JH-IY_)
kashuba	(K-AH_)(SH-UW_)(B-AH_)
kasich	(K-AA_)(S-IH_CH)
kasick	(K-AA_)(S-IH_K)
kasik	(K-AA_)(S-IH_K)
kasinga	(K-AH_)(S-IH_NG)(G-AH_)
kasinger	(K-AE_)(S-IH_N)(JH-ER_)
kaska	(K-AA_)(SK-AH_)
kaske	(K-AE_)(SK-IY_)
kaskel	(K-AE_)(SK-AH_L)
kasler	(K-AE_)(S-AH_)(L-ER_)
kasmer	(K-AE_)(S-AH_)(M-ER_)
kasmira	(K-AH_)(SM-AY_)(R-AH_)
kasner	(K-AE_)(SN-ER_)
kaspar	(K-AE_)(SP-ER_)
kasparek	(K-AE_)(SP-ER_)(-IH_K)
kasparian	(K-AH_)(SP-EH_)(R-IY_)(-AH_N)
kasparov	(K-AE_)(SP-ER_)(-AA_V)
kasper	(K-AE_)(SP-ER_)
kasperek	(K-AE_)(SP-ER_)(-IH_K)
kasperski	(K-AH_)(SP-ER_)(SK-IY_)
kasprowicz	(K-AA_)(SPR-AH_)(V-IH_CH)
kasprzak	(K-AA_)(SP-ER_)(Z-AH_K)
kasprzyk	(K-AA_)(SP-ER_)(Z-IH_K)
kasputys	(K-AE_)(SPY-UW_)(T-IH_S)
kasriel	(K-AE_S)(R-IY_)(-AH_L)
kass	(K-AE_S)
kassa	(K-AE_)(S-AH_)
kassab	(K-AE_)(S-AH_B)
kassan	(K-AE_)(S-AH_N)
kassar	(K-AE_)(S-ER_)
kassebaum	(K-AE_)(S-AH_)(B-AW_M)
kassel	(K-AE_)(S-AH_L)
kassem	(K-AE_)(S-AH_M)
kassen	(K-AE_)(S-AH_N)
kassin	(K-AE_)(S-IH_N)
kassing	(K-AE_)(S-IH_NG)
kassis	(K-AE_)(S-IH_S)
kassler	(K-AE_)(SL-ER_)
kassner	(K-AE_)(SN-ER_)
kasson	(K-AE_)(S-AH_N)
kast	(K-AE_ST)
kastel	(K-EY_)(ST-AH_L)
kastelic	(K-AH_)(ST-EH_)(L-IH_K)
kasten	(K-AE_)(ST-AH_N)
kastenmeier	(K-AE_)(ST-AH_N)(M-AY_R)
kastens	(K-EY_)(S-AH_NZ)
kaster	(K-AE_)(ST-ER_)
kastl	(K-AE_)(ST-AH_L)
kastle	(K-AE_)(S-AH_L)
kastler	(K-AE_ST)(L-ER_)
kastner	(K-AE_ST)(N-ER_)
kasun	(K-AA_)(S-UW_N)
kasza	(K-AA_)(SH-AH_)
kaszuba	(K-AH_)(SH-UW_)(B-AH_)
kat	(K-AE_T)
kataoka	(K-AA_)(T-AA_)(-OW_)(K-AH_)
katarina	(K-AA_)(T-ER_)(-IY_)(N-AH_)
katashiba	(K-AE_)(T-AH_)(SH-IY_)(B-AH_)
katayama	(K-AA_)(T-AA_)(Y-AA_)(M-AH_)
katayan	(K-AA_)(T-AH_)(Y-AA_N)
katcher	(K-AE_)(CH-ER_)
kate	(K-EY_T)
katen	(K-EY_)(T-AH_N)
kater	(K-EY_)(T-ER_)
kates	(K-EY_TS)
katey	(K-EY_)(T-IY_)
kath	(K-AE_TH)
katha	(K-AE_)(TH-AH_)
kathalene	(K-AE_)(TH-AH_)(L-IY_N)
kathan	(K-AE_)(TH-AH_N)
katharina	(K-AE_)(TH-EH_)(R-IY_)(N-AH_)
katharine	(K-AE_)(THR-IH_N)
katherine	(K-AE_)(TH-ER_)(-IH_N)
kathi	(K-AE_)(TH-IY_)
kathie	(K-AE_)(TH-IY_)
kathleen	(K-AE_TH)(L-IY_N)
kathlene	(K-AE_TH)(L-IY_N)
kathline	(K-AE_TH)(L-AY_N)
kathman	(K-AE_TH)(M-AH_N)
kathryn	(K-AE_)(THR-IH_N)
kathy	(K-AE_)(TH-IY_)
kati	(K-EY_)(T-IY_)
katia	(K-AA_)(T-IY_)(-AH_)
katie	(K-EY_)(T-IY_)
katja	(K-AA_T)(Y-AH_)
katmandu	(K-AE_T)(M-AE_N)(D-UW_)
kato	(K-EY_)(T-OW_)
katona	(K-AA_)(T-OW_)(N-AH_)
katragadda	(K-AA_)(TR-AH_)(G-AA_)(D-AH_)
katrina	(K-AH_)(TR-IY_)(N-AH_)
kats	(K-AE_TS)
katsanos	(K-AE_T)(S-AA_)(N-OW_S)
katsaros	(K-AE_T)(S-ER_)(-OW_Z)
katsuhiko	(K-AA_T)(S-UW_)(HH-IY_)(K-OW_)
katsumi	(K-AA_T)(S-UW_)(M-IY_)
katsushi	(K-AE_T)(S-UW_)(SH-IY_)
katt	(K-AE_T)
kattner	(K-AE_T)(N-ER_)
katuni	(K-AH_)(T-UW_)(N-IY_)
katy	(K-EY_)(T-IY_)
katya	(K-AA_T)(Y-AH_)
katydid	(K-EY_)(T-IY_)(D-IH_D)
katyn	(K-EY_)(T-IH_N)
katyusha	(K-AH_T)(Y-UW_)(SH-AH_)
katyushas	(K-AH_T)(Y-UW_)(SH-AH_Z)
katz	(K-AE_TS)
katzen	(K-AE_T)(Z-AH_N)
katzenbach	(K-AE_T)(S-AH_N)(B-AA_K)
katzenberg	(K-AE_T)(S-AH_N)(B-ER_G)
katzenberger	(K-AE_T)(Z-AH_N)(B-ER_)(G-ER_)
katzenstein	(K-AE_T)(S-AH_N)(ST-AY_N)
katzer	(K-AE_T)(S-ER_)
katzin	(K-AE_T)(S-IH_N)
katzman	(K-AE_T)(SM-AH_N)
kau	(K-AW_)
kauai	(K-AW_)(-AY_)
kauble	(K-AO_)(B-AH_L)
kaucher	(K-AW_)(K-ER_)
kauer	(K-AW_)(-ER_)
kaufer	(K-AO_)(F-ER_)
kauffman	(K-AO_F)(M-AH_N)
kauffmann	(K-AO_F)(M-AH_N)
kaufhof	(K-AO_F)(HH-AO_F)
kaufhold	(K-AW_F)(HH-OW_LD)
kaufman	(K-AO_F)(M-AH_N)
kaufmann	(K-AO_F)(M-AH_N)
kauk	(K-AO_K)
kaul	(K-AO_L)
kaunda	(K-AO_N)(D-AH_)
kaup	(K-AO_P)
kaupp	(K-AO_P)
kauppi	(K-AO_)(P-IY_)
kaus	(K-AO_Z)
kausch	(K-AW_SH)
kauth	(K-AO_TH)
kautz	(K-AO_TS)
kautzman	(K-AW_T)(SM-AH_N)
kauzlarich	(K-AW_Z)(L-ER_)(-IH_K)
kavan	(K-EY_)(V-AH_N)
kavanagh	(K-AE_)(V-AH_)(N-AO_)
kavanaugh	(K-AE_)(V-AH_)(N-AO_)
kaveney	(K-AE_)(V-IH_)(N-IY_)
kavner	(K-AE_V)(N-ER_)
kawa	(K-AA_)(W-AH_)
kawaguchi	(K-AA_)(W-AA_)(G-UW_)(CH-IY_)
kawahara	(K-AA_)(W-AA_)(HH-AA_)(R-AH_)
kawai	(K-AA_)(W-AA_)(-IY_)
kawakami	(K-AA_)(W-AA_)(K-AA_)(M-IY_)
kawamoto	(K-AA_)(W-AA_)(M-OW_)(T-OW_)
kawamura	(K-AW_)(-AA_)(M-UH_)(R-AH_)
kawano	(K-AA_)(W-AA_)(N-OW_)
kawasaki	(K-AA_)(W-AA_)(S-AA_)(K-IY_)
kawashima	(K-AA_)(W-AA_)(SH-IY_)(M-AH_)
kawasmi	(K-AH_)(W-AA_)(SM-IY_)
kawate	(K-AA_)(W-AA_)(T-EY_)
kawecki	(K-AA_)(V-EH_T)(SK-IY_)
kaweske	(K-AA_)(V-EH_)(SK-IY_)
kay	(K-EY_)
kaya	(K-AA_)(Y-AH_)
kayak	(K-AY_)(-AE_K)
kayaking	(K-AY_)(-AE_)(K-IH_NG)
kayaks	(K-AY_)(-AE_KS)
kayapo	(K-AY_)(-AH_)(P-OW_)
kaydon	(K-EY_)(D-AH_N)
kaye	(K-EY_)
kayes	(K-EY_Z)
kayla	(K-EY_)(L-AH_)
kaylie	(K-EY_)(L-IY_)
kaylor	(K-EY_)(L-ER_)
kaylynn	(K-EY_)(L-IH_N)
kayne	(K-EY_N)
kayo	(K-EY_)(-OW_)
kaypro	(K-EY_)(PR-OW_)
kays	(K-EY_Z)
kayser	(K-EY_)(Z-ER_)
kaysersberg	(K-AY_)(Z-ER_Z)(B-ER_G)
kayvon	(K-EY_)(V-AA_N)
kazakh	(K-AE_)(Z-AE_K)
kazakhs	(K-AE_)(Z-AE_KS)
kazakhstan	(K-AA_)(Z-AA_K)(ST-AA_N)
kazan	(K-EY_)(Z-AH_N)
kazanjian	(K-AH_)(Z-AE_N)(JH-IY_)(-AH_N)
kazarian	(K-AH_)(Z-EH_)(R-IY_)(-AH_N)
kazda	(K-AA_Z)(D-AH_)
kazee	(K-AA_)(Z-IY_)
kazempour	(K-AH_)(Z-EH_M)(P-AW_R)
kazen	(K-AE_)(Z-AH_N)
kazikaev	(K-AE_)(Z-IH_)(K-EY_V)
kazin	(K-EY_)(Z-IH_N)
kazis	(K-AE_)(Z-IH_S)
kazlauskas	(K-AE_Z)(L-AW_)(SK-AH_Z)
kazmer	(K-AE_Z)(M-ER_)
kazmierczak	(K-AA_Z)(M-IH_R)(CH-AE_K)
kazmierski	(K-AH_Z)(M-IH_R)(SK-IY_)
kazoo	(K-AH_)(Z-UW_)
kazuhiko	(K-AA_)(Z-UW_)(HH-IY_)(K-OW_)
kazuo	(K-AA_)(Z-UW_)(-OW_)
kcal	(K-EY_)(K-AA_L)
kcop	(K-EY_)(K-AO_P)
kea	(K-IY_)
keach	(K-IY_CH)
keadle	(K-IY_)(D-AH_L)
keady	(K-IY_)(D-IY_)
keagan	(K-IY_)(G-AH_N)
keagle	(K-IY_)(G-AH_L)
keagy	(K-IY_)(JH-IY_)
keahey	(K-IY_)(HH-IY_)
keal	(K-IY_L)
kealey	(K-IY_)(L-IY_)
kealy	(K-IY_)(L-IY_)
kean	(K-IY_N)
keane	(K-IY_N)
keaney	(K-IY_)(N-IY_)
keanu	(K-IY_)(-AA_)(N-UW_)
kear	(K-IH_R)
kearby	(K-ER_)(B-IY_)
kearfott	(K-IH_R)(F-AA_T)
kearley	(K-ER_)(L-IY_)
kearn	(K-ER_N)
kearney	(K-ER_)(N-IY_)
kearns	(K-ER_NZ)
kearny	(K-ER_)(N-IY_)
kearsarge	(K-IY_R)(S-AA_RJH)
kearse	(K-ER_S)
keary	(K-IH_)(R-IY_)
keas	(K-IY_Z)
