a	(-AH0_)
koenigsfeld	(K-OW1_W)(N-IH0_G Z)(F-EH2_L D)
koep	(K-OW1_W P)
koepke	(K-OW1_W P K)
koepp	(K-OW1_W P)
koeppe	(K-OW1_W P)
koeppel	(K-OW1_W)(P-AH0_L)
koeppen	(K-OW1_W)(P-AH0_N)
koepsel	(K-OW1_W P)(S-AH0_L)
koepsell	(K-OW1_W P)(S-AH0_L)
koerber	(K-AO1_R)(B-ER0_)
koerner	(K-AO1_R)(N-ER0_)
koernke	(K-ER1_)(N-AH0_)(K-IY0_Y)
koester	(K-OW1_W)(S T-ER0_)
koesters	(K-OW1_W)(S T-ER0_Z)
koestler	(K-OW1_W)(S-AH0_)(L-ER0_)
koestner	(K-OW1_W S T)(N-ER0_)
koether	(K-OW1_W)(DH-ER0_)
koetje	(K-OW1_W T JH)
koetter	(K-OW1_W)(T-ER0_)
koetting	(K-OW1_W)(T-IH0_NX)
koff	(K-AO1_F)
koffler	(K-AA1_)(F-AH0_)(L-ER0_)
koffman	(K-AO1_F)(M-AH0_N)
kofi	(K-OW1_W)(F-IY0_Y)
kofler	(K-OW1_W)(F-AH0_)(L-ER0_)
kofoed	(K-OW1_W)(F-OW0_W D)
kofron	(K-AA1_)(F R-AH0_N)
koga	(K-OW1_W)(G-AH0_)
kogan	(K-OW1_W)(G-AH0_N)
kogel	(K-OW1_W)(G-AH0_L)
koger	(K-OW1_W)(G-ER0_)
kogi	(K-OW1_W)(G-IY0_Y)
kogler	(K-OW1_W)(G-AH0_)(L-ER0_)
koglin	(K-AA1_)(G L-IH0_N)
kogut	(K-OW1_W)(G-AH0_T)
kogyo	(K-OW1_W JH)(Y-OW0_W)
koh	(K-OW1_W)
kohan	(K-OW1_W)(HH-AA0_N)
kohen	(K-OW1_W)(-AH0_N)
kohl	(K-OW1_W L)
kohlbeck	(K-OW1_W L)(B-EH2_K)
kohlberg	(K-OW1_W L)(B-ER0_G)
kohlenberg	(K-OW1_W)(L-AH0_N)(B-ER0_G)
kohler	(K-OW1_W)(L-ER0_)
kohles	(K-OW1_W)(HH-AH0_L Z)
kohlhepp	(K-OW1_W L)(HH-IH0_P)
kohlhoff	(K-OW1_W L)(HH-AO2_F)
kohli	(K-OW1_W)(L-IY0_Y)
kohlman	(K-OW1_W L)(M-AH0_N)
kohlmann	(K-OW1_W L)(M-AH0_N)
kohlmeier	(K-OW1_W L)(M-AA0_Y)(-ER0_)
kohlmeyer	(K-OW1_W L)(M-AA0_Y)(-ER0_)
kohls	(K-OW1_W L Z)
kohn	(K-AA1_N)
kohne	(K-OW1_W N)
kohnen	(K-OW1_W)(N-AH0_N)
kohner	(K-OW1_W)(N-ER0_)
kohnke	(K-AA1_NX K)
kohout	(K-OW1_W)(-AA0_W T)
kohr	(K-AO1_R)
kohring	(K-AO1_)(R-IH0_NX)
kohrs	(K-AO1_R Z)
kohtaro	(K-OW0_W)(T-AA1_)(R-OW0_W)
kohtoro	(K-OW0_W)(T-AO1_)(R-OW0_W)
kohut	(K-OW1_W)(-AH0_T)
koichi	(K-OW0_W)(-IY1_Y)(CH-IY0_Y)
koido	(K-OW1_Y)(D-OW0_W)
koike	(K-OW1_Y K)
koito	(K-OW1_Y)(T-OW0_W)
koivisto	(K-OW2_Y)(V-IH1_)(S T-OW0_W)
kojak	(K-OW1_W)(JH-AE2_K)
koji	(K-OW1_W)(JH-IY0_Y)
kojima	(K-AH0_)(Y-AA1_Y)(M-AH0_)
kok	(K-AA1_K)
kokan	(K-OW1_W)(K-AH0_N)
kokate	(K-OW2_W)(K-AA1_)(T-EY2_Y)
koke	(K-OW1_W K)
koken	(K-OW1_W)(K-AH0_N)
koker	(K-OW1_W)(K-ER0_)
kokes	(K-OW1_W K S)
kokesh	(K-AA1_)(K-IH0_SH)
koki	(K-OW1_W)(K-IY0_Y)
kokinda	(K-AH0_)(K-IH1_N)(D-AH0_)
koko	(K-OW1_W)(K-OW0_W)
kokomo	(K-OW1_W)(K-AH0_)(M-OW2_W)
kokoschka	(K-AH0_)(K-AO1_SH)(K-AH0_)
kokoszka	(K-AH0_)(K-AA1_SH)(K-AH0_)
kokusai	(K-AA1_)(K Y-UW0_W)(S-AA2_Y)
kol	(K-OW1_W L)
kolakowski	(K-AH0_)(L-AH0_)(K-AO1_F)(S K-IY0_Y)
kolander	(K-AA1_)(L-AH0_N)(D-ER0_)
kolar	(K-OW1_W)(L-ER0_)
kolarik	(K-AH0_)(L-AA1_)(R-IH0_K)
kolasa	(K-AH0_)(L-AA1_)(S-AH0_)
kolasinski	(K-AH0_)(L-AH0_)(S-IH1_N)(S K-IY0_Y)
kolb	(K-OW1_W L B)
kolbe	(K-OW1_W L B)
kolbeck	(K-AA1_L)(B-EH0_K)
kolber	(K-OW1_W L)(B-ER0_)
kolberg	(K-OW1_W L)(B-ER0_G)
kolbert	(K-OW1_W L)(B-ER0_T)
kolbo	(K-OW1_W L)(B-OW0_W)
kolden	(K-OW1_W L)(D-AH0_N)
kole	(K-OW1_W L)
kolek	(K-OW1_W)(L-EH0_K)
kolenda	(K-AH0_)(L-EH1_N)(D-AH0_)
kolesar	(K-AH0_)(L-EH1_)(S-ER0_)
kolich	(K-AA1_)(L-IH0_HH)
kolin	(K-OW1_W)(L-IH0_N)
kolinski	(K-AH0_)(L-IH1_N)(S K-IY0_Y)
kolk	(K-OW1_W K)
kolka	(K-OW1_W L)(K-AH0_)
kolker	(K-OW1_W)(K-ER0_)
koll	(K-AA1_L)
kollar	(K-AA1_)(L-ER0_)
kollasch	(K-AA1_)(L-AH0_SH)
kollath	(K-AA1_)(L-AH0_TH)
kolle	(K-AA1_L)
kollek	(K-AO1_)(L-EH0_K)
koller	(K-AA1_)(L-ER0_)
kolli	(K-AA1_)(L-IY0_Y)
kolling	(K-AA1_)(L-IH0_NX)
kollman	(K-AA1_L)(M-AH0_N)
kollmann	(K-AA1_L)(M-AH0_N)
kollmeyer	(K-AA1_L)(M-AA0_Y)(-ER0_)
kollmorgen	(K-OW0_W L)(M-AO1_R)(G-AH0_N)
kolm	(K-OW1_W M)
kolman	(K-AA1_L)(M-AH0_N)
kolodny	(K-AH0_)(L-AA1_D)(N-IY0_Y)
kolodziej	(K-AH0_)(L-AA1_D)(Z-IY0_Y JH)
kolodziejski	(K-AH0_)(L-AA2_)(JH-IY0_Y)(-EY1_Y)(S K-IY0_Y)
kolojejchick	(K-OW2_W)(L-OW0_W)(JH-EY1_Y)(CH-IH0_K)
kolokoff	(K-AA1_)(L-AH0_)(K-AO2_F)
koloski	(K-AH0_)(L-AA1_W)(S K-IY0_Y)
kolowich	(K-AA1_)(L-AH0_)(W-IH0_CH)
kolp	(K-OW1_W L P)
kolski	(K-OW1_W L)(S K-IY0_Y)
kolsky	(K-OW1_W L)(S K-IY0_Y)
kolstad	(K-OW1_W L)(S T-AH0_D)
kolter	(K-OW1_W L)(T-ER0_)
kolterman	(K-OW1_W L)(T-ER0_)(M-AH0_N)
kolton	(K-OW1_W L)(T-AH0_N)
kolts	(K-OW1_W L T S)
koltz	(K-OW1_W L T S)
komaba	(K-OW0_W)(M-AA1_)(B-AH0_)
komag	(K-OW1_W)(M-AE0_G)
koman	(K-OW1_W)(M-AH0_N)
komansky	(K-OW0_W)(M-AE1_N)(S K-IY0_Y)
komar	(K-OW1_W)(M-ER0_)
komara	(K-OW0_W)(M-AA1_)(R-AH0_)
komarek	(K-OW0_W)(M-AA1_)(R-EH0_K)
komarik	(K-OW0_W)(M-AA1_)(R-IH0_K)
komatsu	(K-OW0_W)(M-AA1_T)(S-UW1_W)
kombat	(K-AA1_M)(B-AE0_T)
komer	(K-OW1_W)(M-ER0_)
komercni	(K-OW2_W)(M-ER1_CH)(N-IY0_Y)
komi	(K-OW1_W)(M-IY0_Y)
komine	(K-OW1_W)(M-AA2_Y N)
komineft	(K-AA1_)(M-IH0_)(N-EH0_F T)
komisar	(K-AH0_)(M-IH1_)(S-ER0_)
kommer	(K-AA1_)(M-ER0_)
komodo	(K-AH0_)(M-OW1_W)(D-OW0_W)
komori	(K-OW0_W)(M-AO1_)(R-IY0_Y)
komorny	(K-OW0_W)(M-AO1_R)(N-IY0_Y)
komorowski	(K-AH0_)(M-ER0_)(-AO1_F)(S K-IY0_Y)
komoto	(K-OW0_W)(M-OW1_W)(T-OW0_W)
komp	(K-AA1_M P)
kompanek	(K-AA2_M)(P-AA1_)(N-EH2_K)
komsomol	(K-AA1_M)(S-OW0_W)(M-AH0_L)
komura	(K-OW2_W)(M-UH1_)(R-AH0_)
kon	(K-AA1_N)
kona	(K-OW1_W)(N-AH0_)
konaga	(K-AH0_)(N-AA1_)(G-AH0_)
konarski	(K-AH0_)(N-AA1_R)(S K-IY0_Y)
konczal	(K-AA1_N)(CH-AH0_L)
kondas	(K-AA1_N)(D-AH0_Z)
kondo	(K-AA1_N)(D-OW0_W)
kondracki	(K-AH0_N)(D R-AA1_T)(S K-IY0_Y)
kondrat	(K-AA1_N)(D R-AH0_T)
konecny	(K-AH0_)(N-EH1_K)(N-IY0_Y)
konen	(K-AA1_)(N-AH0_N)
kong	(K-AO1_NX)
kongsberg	(K-AO1_NXZ)(B-ER0_G)
konica	(K-AA1_)(N-IH0_)(K-AH0_)
konicek	(K-AA1_)(N-IH0_)(CH-EH2_K)
konicki	(K-AH0_)(N-IH1_T)(S K-IY0_Y)
konieczka	(K-AH0_)(N-IY1_Y CH)(K-AH0_)
konieczny	(K-AH0_)(N-IY1_Y CH)(N-IY0_Y)
konig	(K-AA1_)(N-IH0_G)
koning	(K-OW1_W)(N-IH0_NX)
koninklijke	(K-AA2_)(N-IH0_NX)(K L-IY1_Y)(K-IY0_Y)
konishi	(K-OW0_W)(N-IY1_Y)(SH-IY0_Y)
konishiroku	(K-AA2_)(N-IH2_)(SH-IH0_)(R-OW1_W)(K-UW2_W)
konitzer	(K-AA1_)(N-IH0_T)(Z-ER0_)
konkel	(K-AA1_NX)(K-AH0_L)
konkle	(K-AA1_NX)(K-AH0_L)
konkol	(K-AA1_NX)(K-AO0_L)
konner	(K-AA1_)(N-ER0_)
kono	(K-OW1_W)(N-OW0_W)
konold	(K-AA1_)(N-OW0_W L D)
konop	(K-OW1_W)(N-AH0_P)
konopka	(K-AH0_)(N-OW1_W P)(K-AH0_)
konrad	(K-AA1_N)(R-AH0_D)
konrath	(K-AA1_N)(R-AH0_TH)
konstantin	(K-AA1_N)(S T-IH0_N)(T-IY2_Y N)
konsultat	(K-AA2_N)(S-AH0_L)(T-AA1_T)
kontos	(K-AA1_N)(T-OW0_W Z)
kontra	(K-AA1_N)(T R-AH0_)
kontras	(K-AA1_N)(T R-AH0_S)
kontrollbank	(K-AA1_N)(T R-AH0_L)(B-AE2_NX K)
konwinski	(K-AH0_N)(V-IH1_N)(S K-IY0_Y)
konz	(K-AA1_N Z)
konzen	(K-AA1_N)(Z-AH0_N)
konzi	(K-AA1_N)(Z-IY0_Y)
koo	(K-UW1_W)
koob	(K-UW1_W B)
koogler	(K-UW1_W)(G L-ER0_)
kooi	(K-UW1_W)(-IY0_Y)
kooiker	(K-UW1_W)(-IH0_)(K-ER0_)
kooiman	(K-UW1_W)(-IH0_)(M-AH0_N)
kooistra	(K-UW0_W)(-IH1_Z)(T R-AH0_)
kook	(K-UW1_W K)
kooken	(K-UW1_W)(K-AH0_N)
kooker	(K-UH1_)(K-ER0_)
kooks	(K-UW1_W K S)
kooky	(K-UW1_W)(K-IY0_Y)
kool	(K-UW1_W L)
koolhaas	(K-UW1_W L)(HH-AA0_S)
koon	(K-UW1_W N)
koonce	(K-UW1_W N S)
koone	(K-UW1_W N)
kooning	(K-UW1_W)(N-IH0_NX)
koons	(K-UW1_W N Z)
koonts	(K-UW1_W N T S)
koontz	(K-UW1_W N T S)
koop	(K-UW1_W P)
koopman	(K-UW1_W P)(M-AH0_N)
koopmann	(K-UW1_W P)(M-AH0_N)
koops	(K-UW1_W P S)
koor	(K-UW1_W R)
koors	(K-UH1_R Z)
koos	(K-UW1_W Z)
kooser	(K-UW1_W)(Z-ER0_)
kootenay	(K-UW1_W)(T-AH0_)(N-EY2_Y)
kooy	(K-UW1_W)(-IY0_Y)
kooyman	(K-AA1_)(-OW0_Y)(M-AH0_N)
kopacz	(K-AA1_)(P-AH0_CH)
kopas	(K-OW1_W)(P-AH0_Z)
kopczynski	(K-AH0_P)(CH-IH1_N)(S K-IY0_Y)
kope	(K-OW1_W P)
kopec	(K-OW1_W)(P-IH0_K)
kopecky	(K-AH0_)(P-EH1_T)(S K-IY0_Y)
kopek	(K-OW1_W)(P-AH0_K)
kopeks	(K-OW1_W)(P-AH0_K S)
kopel	(K-OW1_W)(P-AH0_L)
kopelman	(K-OW1_W)(P-AH0_L)(M-AH0_N)
koper	(K-OW1_W)(P-ER0_)
kopera	(K-AH0_)(P-IH1_)(R-AH0_)
koperski	(K-AH0_)(P-ER1_)(S K-IY0_Y)
kopetski	(K-AH0_)(P-EH1_T)(S K-IY0_Y)
kopf	(K-AO1_P F)
kopinski	(K-AH0_)(P-IH1_N)(S K-IY0_Y)
kopischke	(K-AH0_)(P-IH1_SH)(K-IY0_Y)
kopit	(K-AA1_)(P-IH0_T)
kopka	(K-OW1_W P)(K-AH0_)
kopke	(K-OW1_W P K)
kopko	(K-OW1_W P)(K-OW0_W)
koplan	(K-AA1_)(P L-AH0_N)
koplin	(K-AA1_)(P L-IH0_N)
koplovitz	(K-AA1_)(P L-AH0_)(V-IH0_T S)
kopp	(K-AA1_P)
koppe	(K-AA1_P)
koppel	(K-AA1_)(P-AH0_L)
koppell	(K-AA1_)(P-AH0_L)
koppelman	(K-AA1_)(P-AH0_L)(M-AH0_N)
koppen	(K-AA1_)(P-AH0_N)
koppenhaver	(K-AA1_)(P-IH0_N)(HH-AH0_)(V-ER0_)
kopper	(K-AA1_)(P-ER0_)
koppers	(K-AA1_)(P-ER0_Z)
koppes	(K-AA1_P S)
kopple	(K-AA1_)(P-AH0_L)
kopplin	(K-AA1_)(P L-IH0_N)
kopriva	(K-AA1_)(P R-IH0_)(V-AH0_)
koprowski	(K-AH0_)(P R-AO1_F)(S K-IY0_Y)
kops	(K-AA1_P S)
kopy	(K-AA1_)(P-IY0_Y)
kora	(K-AO1_)(R-AH0_)
koral	(K-AO1_)(R-AH0_L)
koran	(K-AO0_)(R-AA1_N)
koranda	(K-ER0_)(-AE1_N)(D-AH0_)
koranic	(K-AO0_)(R-AE1_)(N-IH0_K)
korb	(K-AO1_R B)
korba	(K-AO1_R)(B-AH0_)
korbel	(K-AO1_R)(B-AH0_L)
korber	(K-AO1_R)(B-ER0_)
korbren	(K-AO1_R)(B R-EH0_N)
korby	(K-AO1_R)(B-IY0_Y)
korczak	(K-AO1_R)(CH-AE0_K)
korda	(K-AO1_R)(D-AH0_)
korea	(K-AO0_)(R-IY1_Y)(-AH0_)
koreagate	(K-AO0_)(R-IY1_Y)(-AH0_)(G-EY2_Y T)
korean	(K-AO0_)(R-IY1_Y)(-AH0_N)
koreans	(K-AO0_)(R-IY1_Y)(-AH0_N Z)
koreas	(K-AO1_)(R-IY0_Y)(-AH0_Z)
koreatown	(K-ER0_)(-IY1_Y)(-AH0_)(T-AA2_W N)
korell	(K-AO1_)(R-EH0_L)
koren	(K-AO1_)(R-AH0_N)
korenek	(K-AO1_)(R-IH0_)(N-IH0_K)
koresh	(K-AO2_)(R-EH1_SH)
koret	(K-AO1_)(R-AH0_T)
korey	(K-AO1_)(R-IY0_Y)
korf	(K-AO1_R F)
korff	(K-AO1_R F)
korfhage	(K-AO1_RF)(HH-IH0_JH)
korhonen	(K-AO1_R)(HH-AH0_)(N-AH0_N)
korinek	(K-AO1_)(R-IH0_)(N-IH0_K)
korman	(K-AO1_R)(M-AH0_N)
kormos	(K-AO1_R)(M-OW0_W Z)
korn	(K-AO1_R N)
kornacki	(K-ER0_)(N-AA1_T)(S K-IY0_Y)
kornberg	(K-AO1_RN)(B-ER0_G)
kornblum	(K-AO1_RN)(B L-AH0_M)
kornbluth	(K-AO1_RN)(B L-UW0_W TH)
kornegay	(K-AO1_R)(N-IH0_)(G-EY0_Y)
korner	(K-AO1_R)(N-ER0_)
kornfeld	(K-AO1_RN)(F-EH0_L D)
kornhauser	(K-AO1_RN)(HH-AA0_W)(Z-ER0_)
kornreich	(K-AO1_RN)(R-AA0_Y K)
korns	(K-AO1_N Z)
korol	(K-AO1_)(R-AO0_L)
korologos	(K-AO0_)(R-AA2_)(L-OW1_W)(G-OW0_W S)
korona	(K-ER0_)(-OW1_W)(N-AH0_)
korotich	(K-AO1_)(R-AH0_)(T-IH0_CH)
korpela	(K-ER0_)(P-IY1_Y)(L-AH0_)
korpi	(K-AO1_R)(P-IY0_Y)
korry	(K-AO1_)(R-IY0_Y)
korson	(K-AO1_R)(S-AH0_N)
kort	(K-AO1_R T)
korte	(K-AO1_R T)
korten	(K-AO1_R)(T-AH0_N)
korth	(K-AO1_R TH)
korthals	(K-AO1_R)(TH-AH0_L Z)
kortman	(K-AO1_R T)(M-AH0_N)
kortum	(K-AO1_R)(T-AH0_M)
kortz	(K-AO1_R T S)
koruna	(K-AO0_)(R-UW1_W)(N-AH0_)
korver	(K-AO1_R)(V-ER0_)
kory	(K-AO1_)(R-IY0_Y)
koryagin	(K-AO2_R)(Y-AA1_)(G-IH0_N)
korzeniewski	(K-ER0_)(Z-IH2_)(N-IY0_Y)(-EH1_F)(S K-IY0_Y)
kos	(K-AA1_S)
kosa	(K-OW1_W)(S-AH0_)
kosak	(K-OW1_W)(S-AH0_K)
kosakowski	(K-AH0_)(S-AH0_)(K-AO1_F)(S K-IY0_Y)
kosan	(K-OW1_W)(Z-AH0_N)
kosanke	(K-AA1_)(S-AH0_NX K)
kosanovich	(K-AH0_)(S-AE1_)(N-AH0_)(V-IH0_CH)
kosar	(K-OW1_W)(S-ER0_)
kosberg	(K-AO1_Z)(B-ER0_G)
kosbie	(K-AA1_Z)(B-IY0_Y)
kosch	(K-AO1_SH)
koscheck	(K-AO1_S)(CH-EH0_K)
koscielniak	(K-AH0_S)(CH-IY1_L)(N-IY0_Y)(-AE0_K)
koscinski	(K-AH0_S)(CH-IH1_N)(S K-IY0_Y)
kosco	(K-OW1_W)(S K-OW0_W)
kosecoff	(K-OW1_W)(S-AH0_)(K-AO0_F)
kosek	(K-OW1_W)(S-EH0_K)
kosel	(K-OW1_W)(S-AH0_L)
koser	(K-OW1_W)(Z-ER0_)
kosh	(K-AA1_SH)
kosher	(K-OW1_W)(SH-ER0_)
kosiba	(K-OW0_W)(S-IY1_Y)(B-AH0_)
kosier	(K-OW1_W)(S-IY0_Y)(-ER0_)
kosik	(K-OW1_W)(S-IH0_K)
kosin	(K-OW1_W)(S-IH0_N)
kosinski	(K-AH0_)(S-IH1_N)(S K-IY0_Y)
koska	(K-OW1_W)(S K-AH0_)
koskela	(K-AH0_)(S K-IY1_Y)(L-AH0_)
koskey	(K-AA1_)(S K-IY0_Y)
koski	(K-AA1_W)(S K-IY0_Y)
koskinen	(K-AA1_)(S K-IH0_)(N-AH0_N)
kosko	(K-OW1_W)(S K-OW0_W)
koskotas	(K-AO2_)(S K-OW1_W)(T-AH0_S)
kosky	(K-AA1_)(S K-IY0_Y)
kosloski	(K-AH0_)(S L-AA1_W)(S K-IY0_Y)
koslosky	(K-AH0_)(S L-OW1_W)(S K-IY0_Y)
koslow	(K-AA1_)(S L-OW0_W)
koslowski	(K-AH0_)(S L-AO1_F)(S K-IY0_Y)
kosman	(K-AA1_)(S M-AH0_N)
kosmatka	(K-AH0_)(S M-AA1_T)(K-AH0_)
kosmetsky	(K-AA2_Z)(M-EH1_T)(S K-IY0_Y)
kosmicki	(K-AH0_)(S M-IH1_T)(S K-IY0_Y)
kosnovsky	(K-AA2_Z)(N-AA1_F)(S K-IY0_Y)
kosovo	(K-OW1_W)(S-OW0_W)(V-OW2_W)
kosowski	(K-AH0_)(S-AO1_F)(S K-IY0_Y)
kosowsky	(K-AH0_)(S-AA1_W)(S K-IY0_Y)
koss	(K-AO1_S)
kossman	(K-AO1_)(S M-AH0_N)
kossow	(K-AA1_)(S-OW0_W)
kossuth	(K-AA1_)(S-AH0_TH)
kost	(K-AA1_S T)
kosta	(K-OW1_W)(S T-AH0_)
kostal	(K-AA1_)(S T-AH0_L)
kostas	(K-OW1_W)(S T-AH0_Z)
kostecki	(K-AH0_)(S T-EH1_T)(S K-IY0_Y)
kostek	(K-AA1_)(S T-EH0_K)
kostelecky	(K-AH0_)(S T-EH0_)(L-EH1_T)(S K-IY0_Y)
kostelnik	(K-AH0_)(S T-EH1_L)(N-IH0_K)
koster	(K-AA1_)(S T-ER0_)
kostic	(K-AA1_)(S T-IH0_K)
kostick	(K-OW1_W)(S T-IH0_K)
kostka	(K-AA1_S T)(K-AH0_)
kostmayer	(K-AO1_S T)(M-EY2_Y)(-ER0_)
kostoff	(K-AA1_)(S T-AO0_F)
kostrzewa	(K-AH0_)(S T R-AH0_)(Z-UW1_W)(-AH0_)
kostrzewski	(K-AO2_)(S T-ER0_)(Z-EH1_F)(S K-IY0_Y)
kosub	(K-OW1_W)(S-AH0_B)
kosy	(K-OW1_W)(S-IY0_Y)
kosyakov	(K-OW1_W S)(Y-AH0_)(K-AA0_V)
kosygin	(K-OW1_W)(S-IH0_)(G-IH0_N)
kot	(K-AA1_T)
kotara	(K-OW0_W)(T-AA1_)(R-AH0_)
kotarski	(K-AH0_)(T-AA1_R)(S K-IY0_Y)
kotas	(K-OW1_W)(T-AH0_Z)
kotch	(K-AA1_CH)
kote	(K-OW1_W T)
kotecki	(K-AH0_)(T-EH1_T)(S K-IY0_Y)
kotek	(K-OW1_W)(T-EH2_K)
koteles	(K-AA1_)(T-EH0_)(L-EH0_Z)
koth	(K-AA1_TH)
kothari	(K-AA1_)(TH-ER0_)(-IY0_Y)
kothe	(K-OW1_W DH)
kotila	(K-AH0_)(T-AA1_Y)(L-AH0_)
kotlarz	(K-AA1_T)(L-ER0_Z)
kotler	(K-OW1_W)(T-AH0_)(L-ER0_)
kotlowitz	(K-AA1_T)(L-AH0_)(W-IH0_T S)
koto	(K-OW1_W)(T-OW0_W)
kotowski	(K-AH0_)(T-AO1_F)(S K-IY0_Y)
kotsonis	(K-AE2_T)(S-OW1_W)(N-AH0_S)
kott	(K-AA1_T)
kotter	(K-AA1_)(T-ER0_)
kottke	(K-AA1_T)(K-IY0_Y)
kottler	(K-AA1_T)(L-ER0_)
kottwitz	(K-AA1_)(T W-IH0_T S)
kotula	(K-AH0_)(T-UW1_W)(L-AH0_)
kotz	(K-AA1_T S)
kouba	(K-UW1_W)(B-AH0_)
koudelka	(K-AA0_W)(D-EH1_L)(K-AH0_)
kough	(K-AA1_W)
kouns	(K-AA1_W N Z)
kountz	(K-AA1_W N T S)
kouri	(K-OW0_W)(-UH1_)(R-IY0_Y)
kouril	(K-UW1_W)(R-AH0_L)
kourou	(K-UW1_W)(R-UW2_W)
koury	(K-AA1_W)(R-IY0_Y)
kouyate	(K-AA2_W)(Y-AA1_)(T-EY2_Y)
kovac	(K-OW1_W)(V-AH0_K)
kovacevic	(K-AH0_)(V-AH0_)(CH-EH1_)(V-IH0_K)
kovacevich	(K-AH0_)(V-AA1_)(CH-IH0_)(V-IH0_CH)
kovach	(K-OW1_W)(V-AA0_K)
kovacic	(K-AH0_)(V-AA1_)(K-IH0_K)
kovacich	(K-AH0_)(V-AA1_)(CH-IH0_HH)
kovacik	(K-AA1_)(V-AH0_)(CH-IH0_K)
kovack	(K-AA1_)(V-AH0_K)
kovacs	(K-OW1_W)(V-AE0_K S)
kovaks	(K-OW1_W)(V-AE0_K S)
koval	(K-OW1_W)(V-AH0_L)
kovalchik	(K-AH0_)(V-AA1_L)(HH-IH0_K)
kovalcik	(K-AA1_)(V-AH0_L)(CH-IH0_K)
kovaleski	(K-AH0_)(V-AH0_)(L-EH1_)(S K-IY0_Y)
kovalik	(K-AH0_)(V-AA1_)(L-IH0_K)
kovalsky	(K-AH0_)(V-AA1_L)(S K-IY0_Y)
kovalyov	(K-OW1_W)(V-AA0_L)(Y-AH0_V)
kovar	(K-OW1_W)(V-ER0_)
kovarik	(K-AH0_)(V-AA1_)(R-IH0_K)
kovatch	(K-AA1_)(V-AH0_CH)
kovats	(K-OW1_W)(V-AH0_T S)
koven	(K-OW1_W)(V-AH0_N)
kover	(K-OW1_W)(V-ER0_)
koversada	(K-AH2_)(V-ER0_)(S-AA1_)(T-AH0_)
kovich	(K-AA1_)(V-IH0_CH)
kowabunga	(K-AA2_W)(-AH0_)(B-AH1_NX)(G-AH0_)
kowal	(K-AA1_W)(-AH0_L)
kowalchuk	(K-AA0_W)(-AA1_L)(HH-AH0_K)
kowalczyk	(K-AA1_W)(-AH0_L)(CH-IH0_K)
kowaleski	(K-AA0_W)(-AH0_)(L-EH1_)(S K-IY0_Y)
kowalewski	(K-AA0_W)(-AH0_)(L-EH1_F)(S K-IY0_Y)
kowalik	(K-AA0_W)(-AA1_)(L-IH0_K)
kowalke	(K-AA1_)(W-AO2_K)
kowalkowski	(K-AA1_)(W-AO0_)(K-AO2_F)(S K-IY0_Y)
kowall	(K-AA1_W)(-AH0_L)
kowalski	(K-AH0_)(W-AA1_L)(S K-IY0_Y)
kowalsky	(K-AA0_W)(-AA1_L)(S K-IY0_Y)
kowitz	(K-AA1_)(W-IH0_T S)
kownacki	(K-AA2_W)(N-AA1_)(K-IY0_Y)
kowtow	(K-AA1_W)(T-AA1_W)
koyama	(K-OW0_W)(Y-AA1_)(M-AH0_)
koyo	(K-OW1_Y)(-OW0_W)
koza	(K-OW1_W)(Z-AH0_)
kozak	(K-OW1_W)(Z-AH0_K)
kozakiewicz	(K-AH0_)(Z-AA1_)(K-AH0_)(V-IH0_CH)
kozar	(K-OW1_W)(Z-ER0_)
kozberg	(K-AA1_Z)(B-ER0_G)
kozel	(K-OW1_W)(Z-AH0_L)
kozemchak	(K-OW2_W)(Z-EH1_M)(CH-AE2_K)
kozicki	(K-AH0_)(Z-IH1_T)(S K-IY0_Y)
koziel	(K-AA1_)(Z-IY0_Y L)
kozik	(K-OW1_W)(Z-IH0_K)
kozikowski	(K-AH0_)(Z-IH0_)(K-AO1_F)(S K-IY0_Y)
kozinski	(K-AH0_)(Z-IH1_N)(S K-IY0_Y)
koziol	(K-AA1_)(Z-IY0_Y)(-AO0_L)
kozlik	(K-AA1_Z)(L-IH0_K)
kozloff	(K-AA1_Z)(L-AO0_F)
kozloski	(K-AH0_Z)(L-AA1_W)(S K-IY0_Y)
kozlow	(K-AA1_Z)(L-OW0_W)
kozlowski	(K-AH0_Z)(L-AO1_F)(S K-IY0_Y)
kozma	(K-OW1_W Z)(M-AH0_)
kozminski	(K-AH0_Z)(M-IH1_N)(S K-IY0_Y)
koznovsky	(K-AA2_Z)(N-AA1_F)(S K-IY0_Y)
kozo	(K-OW1_W)(Z-OW0_W)
kozol	(K-OW1_W)(Z-AH0_L)
kozub	(K-OW1_W)(Z-AH0_B)
kozuch	(K-AA1_)(Z-AH0_HH)
kozyrev	(K-AA1_)(Z-ER0_)(-EH2_V)
kraai	(K R-AA1_)(-IY0_Y)
kraatz	(K R-AA1_T S)
krabbe	(K R-AE1_B)
krabbenhoft	(K R-AE1_)(B-IH0_N)(HH-AH0_F T)
krabill	(K R-AE1_)(B-AH0_L)
krach	(K R-AE1_CH)
kracht	(K R-AE1_K T)
krack	(K R-AE1_K)
kracke	(K R-AE1_K)
kraeger	(K R-EH1_)(G-ER0_)
kraemer	(K R-EH1_)(M-ER0_)
kraeutler	(K R-AA1_W T)(L-ER0_)
krafft	(K R-AE1_F T)
kraft	(K R-AE1_F T)
kraftwerk	(K R-AE1_F)(T W-ER0_K)
krage	(K R-EY1_Y JH)
